time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter,.Quality
2022/10/11/16:32:57.856678,63,1665545578,0,GPS1_Frame,42.33633041381836,-71.0884017944336,39.900001525878906,327953.96875,4689231.5,19,T,4
2022/10/11/16:32:58.885191,64,1665545579,0,GPS1_Frame,42.33633041381836,-71.08839416503906,39.900001525878906,327954.25,4689232.0,19,T,4
2022/10/11/16:32:59.863215,65,1665545580,0,GPS1_Frame,42.33633804321289,-71.08839416503906,39.900001525878906,327954.09375,4689232.5,19,T,4
2022/10/11/16:33:00.868666,66,1665545581,0,GPS1_Frame,42.33633804321289,-71.0884017944336,39.900001525878906,327953.75,4689233.0,19,T,4
2022/10/11/16:33:01.851730,67,1665545582,0,GPS1_Frame,42.336341857910156,-71.0884017944336,40.0,327953.4375,4689233.0,19,T,4
2022/10/11/16:33:02.879229,68,1665545583,0,GPS1_Frame,42.33634567260742,-71.08840942382812,39.900001525878906,327953.125,4689233.5,19,T,4
2022/10/11/16:33:03.859460,69,1665545584,0,GPS1_Frame,42.33634948730469,-71.08841705322266,39.900001525878906,327952.75,4689234.0,19,T,4
2022/10/11/16:33:04.873678,70,1665545585,0,GPS1_Frame,42.33635330200195,-71.08841705322266,39.900001525878906,327952.40625,4689234.5,19,T,4
2022/10/11/16:33:05.871333,71,1665545586,0,GPS1_Frame,42.33635330200195,-71.08842468261719,39.900001525878906,327952.125,4689234.5,19,T,4
2022/10/11/16:33:06.877696,72,1665545587,0,GPS1_Frame,42.33635711669922,-71.08842468261719,39.900001525878906,327951.8125,4689235.0,19,T,4
2022/10/11/16:33:07.859530,73,1665545588,0,GPS1_Frame,42.336360931396484,-71.08843231201172,40.0,327951.4375,4689235.5,19,T,4
2022/10/11/16:33:08.888618,74,1665545589,0,GPS1_Frame,42.33636474609375,-71.08843231201172,40.0,327951.125,4689235.5,19,T,4
2022/10/11/16:33:09.869617,75,1665545590,0,GPS1_Frame,42.33636474609375,-71.08843994140625,40.0,327950.8125,4689236.0,19,T,4
2022/10/11/16:33:10.875904,76,1665545591,0,GPS1_Frame,42.336368560791016,-71.08843994140625,40.0,327950.46875,4689236.0,19,T,4
2022/10/11/16:33:11.866724,77,1665545592,0,GPS1_Frame,42.33637237548828,-71.08844757080078,40.0,327950.1875,4689236.5,19,T,4
2022/10/11/16:33:12.895011,78,1665545593,0,GPS1_Frame,42.33637619018555,-71.08844757080078,40.0,327949.8125,4689237.0,19,T,4
2022/10/11/16:33:13.851381,79,1665545594,0,GPS1_Frame,42.33637619018555,-71.08845520019531,40.0,327949.4375,4689237.0,19,T,4
2022/10/11/16:33:14.875891,80,1665545595,0,GPS1_Frame,42.33638000488281,-71.08845520019531,40.0,327949.09375,4689237.5,19,T,4
2022/10/11/16:33:15.862055,81,1665545596,0,GPS1_Frame,42.33638381958008,-71.08846282958984,40.0,327948.71875,4689238.0,19,T,4
2022/10/11/16:33:16.866876,82,1665545597,0,GPS1_Frame,42.336387634277344,-71.08847045898438,40.0,327948.34375,4689238.0,19,T,4
2022/10/11/16:33:17.863047,83,1665545598,0,GPS1_Frame,42.33639144897461,-71.08847045898438,40.0,327948.0625,4689238.5,19,T,4
2022/10/11/16:33:18.866502,84,1665545599,0,GPS1_Frame,42.336395263671875,-71.0884780883789,40.0,327947.6875,4689239.0,19,T,4
2022/10/11/16:33:19.858530,85,1665545600,0,GPS1_Frame,42.336395263671875,-71.0884780883789,40.0,327947.28125,4689239.5,19,T,4
2022/10/11/16:33:20.875490,86,1665545601,0,GPS1_Frame,42.33639907836914,-71.08848571777344,40.0,327947.0,4689239.5,19,T,4
2022/10/11/16:33:21.862099,87,1665545602,0,GPS1_Frame,42.336402893066406,-71.08849334716797,40.0,327946.625,4689240.0,19,T,4
2022/10/11/16:33:22.872749,88,1665545603,0,GPS1_Frame,42.336402893066406,-71.08849334716797,40.0,327946.34375,4689240.5,19,T,4
2022/10/11/16:33:23.865480,89,1665545604,0,GPS1_Frame,42.33640670776367,-71.08849334716797,40.0,327946.21875,4689240.5,19,T,4
2022/10/11/16:33:24.871225,90,1665545605,0,GPS1_Frame,42.33640670776367,-71.0885009765625,40.0,327946.0,4689240.5,19,T,4
2022/10/11/16:33:25.860005,91,1665545606,0,GPS1_Frame,42.33640670776367,-71.0885009765625,40.0,327945.8125,4689240.5,19,T,4
2022/10/11/16:33:26.890098,92,1665545607,0,GPS1_Frame,42.33640670776367,-71.0885009765625,40.0,327945.59375,4689240.5,19,T,4
2022/10/11/16:33:27.861329,93,1665545608,0,GPS1_Frame,42.336402893066406,-71.08850860595703,40.0,327945.375,4689240.0,19,T,4
2022/10/11/16:33:28.883055,94,1665545609,0,GPS1_Frame,42.336395263671875,-71.08850860595703,40.0,327945.03125,4689239.5,19,T,4
2022/10/11/16:33:29.866608,95,1665545610,0,GPS1_Frame,42.336395263671875,-71.08851623535156,40.0,327944.6875,4689239.0,19,T,4
2022/10/11/16:33:30.879853,96,1665545611,0,GPS1_Frame,42.33639144897461,-71.08851623535156,40.0,327944.375,4689238.5,19,T,4
2022/10/11/16:33:31.872169,97,1665545612,0,GPS1_Frame,42.336387634277344,-71.0885238647461,40.0,327944.0,4689238.5,19,T,4
2022/10/11/16:33:32.869597,98,1665545613,0,GPS1_Frame,42.33638381958008,-71.0885238647461,40.0,327943.65625,4689238.0,19,T,4
2022/10/11/16:33:33.872938,99,1665545614,0,GPS1_Frame,42.33638000488281,-71.08853149414062,40.0,327943.25,4689237.5,19,T,4
2022/10/11/16:33:34.886038,100,1665545615,0,GPS1_Frame,42.33637619018555,-71.08853149414062,40.0,327942.9375,4689237.5,19,T,4
2022/10/11/16:33:35.879471,101,1665545616,0,GPS1_Frame,42.33637237548828,-71.08853912353516,40.0,327942.59375,4689237.0,19,T,4
2022/10/11/16:33:36.880470,102,1665545617,0,GPS1_Frame,42.33637237548828,-71.08853912353516,39.900001525878906,327942.34375,4689236.5,19,T,4
2022/10/11/16:33:37.869689,103,1665545618,0,GPS1_Frame,42.336368560791016,-71.08854675292969,39.900001525878906,327942.125,4689236.5,19,T,4
2022/10/11/16:33:38.898812,104,1665545619,0,GPS1_Frame,42.33636474609375,-71.08854675292969,39.900001525878906,327941.90625,4689236.0,19,T,4
